GeneName,X_LogCPM,Y_LogFC,AdjPval,DGE_Category,BATF_invivo_logCPM,BATF_invivo_logCPM,pMIG_invivo_logCPM,pMIG_invivo_logCPM
Tsn,9.085,-0.3818,0.5177,NotDiff,2.059,3.072,3.961,4.228
Nifk,7.247,-0.1787,0.8212,NotDiff,2.6,1.242,1.187,2.609
Clasp1,3.378,0.4689,0.8402,NotDiff,1.07,2.404,-1.435,-0.526
2900060B14Rik,-3.439,2.647,0.8103,NotDiff,3.399,3.385,2.307,-2.126
Tfcp2l1,-3.839,5.056,0.6698,NotDiff,3.938,4.249,1.72,3.67
Ralb,2.148,3.125,0.5062,NotDiff,1.717,4.383,2.362,0.09923
Tmem185b,3.967,0.596,0.7575,NotDiff,2.88,2.454,3.385,3.627
Epb4.1l5,-0.7685,-1.708,0.8474,NotDiff,5.83,6.026,5.532,5.953
Ptpn4,3.084,-0.2235,0.9452,NotDiff,4.809,5.531,4.594,5.826
Tmem177,4.218,-0.2202,0.9129,NotDiff,7.402,7.802,6.93,7.02
Dbi,7.41,-0.4658,0.5313,NotDiff,8.747,9.06,9.126,9.406
3110009E18Rik,0.266,-1.791,0.7966,NotDiff,7.386,6.904,7.411,7.288
Insig2,4.942,-0.2685,0.8573,NotDiff,3.885,3.179,3.812,2.661
Ccdc93,3.734,-0.9497,0.6751,NotDiff,-3.383,0.1379,-4.271,-3.08
Ddx18,5.266,0.1399,0.9258,NotDiff,3.14,-4.271,-4.271,-4.271
Actr3,9.945,0.2382,0.6983,NotDiff,4.736,2.158,3.084,-1.223
Slc35f5,-1.649,1.094,0.9273,NotDiff,4.614,4.033,2.75,4.488
Mgat5,-0.8616,-1.236,0.9041,NotDiff,2.508,-4.271,0.5049,0.03827
Tmem163,4.71,1.95,0.1253,NotDiff,2.485,3.774,2.161,3.944
Ccnt2,2.194,0.8672,0.8175,NotDiff,4.359,3.859,4.109,4.554
Rab3gap1,4.478,0.8811,0.5951,NotDiff,7.004,7.373,7.55,7.715
Zranb3,-0.03351,5.645,0.4288,NotDiff,-2.28,1.576,0.3335,1.829
R3hdm1,2.976,0.1225,0.9753,NotDiff,5.349,4.127,5.521,4.778
Ubxn4,6.716,0.9516,0.2736,NotDiff,4.421,1.943,3.952,4.642
Mcm6,9.715,0.1359,0.8071,NotDiff,5.622,4.968,5.529,4.953
Dars,7.943,-0.4391,0.5358,NotDiff,10,10.15,9.497,10.13
Cxcr4,1.918,1.263,0.7687,NotDiff,3.274,-4.271,2.659,-4.271
Thsd7b,-4.557,-3.205,0.7822,NotDiff,2.73,-4.271,0.8228,-0.8326
Cd55,2.388,-0.3346,0.9415,NotDiff,6.043,5.273,3.815,3.722
Pfkfb2,-2.145,8.078,0.3427,NotDiff,3.635,1.402,1.878,1.916
Yod1,-1.886,4.905,0.621,NotDiff,5.663,4.049,4.186,4.024
Fcmr,-4.692,-2.957,0.8014,NotDiff,3.132,2.327,-1.708,-3.08
Il10,-1.974,-8.566,0.2903,NotDiff,2.809,3.475,2.211,3.439
Mapkapk2,6.68,-0.04285,0.9772,NotDiff,6.588,7.819,6.457,6.001
Dyrk3,3.183,-0.8501,0.7665,NotDiff,9.753,9.803,9.801,9.501
Eif2d,7.054,-0.4203,0.603,NotDiff,7.393,8.082,8.088,8.208
Rassf5,7.099,0.4393,0.5817,NotDiff,2.836,2.413,0.18,2.32
Ikbke,1.048,-4.374,0.5068,NotDiff,-4.271,-4.271,0.8228,-4.271
Srgap2,3.259,1.913,0.4528,NotDiff,2.871,1.124,4.13,1.485
Fam72a,-2.03,-0.7343,0.9552,NotDiff,1.476,2.446,-4.271,-4.271
Ctse,1.391,2.583,0.6456,NotDiff,-0.7855,2.127,-2.043,-4.271
Slc41a1,-1.288,-8.186,0.3287,NotDiff,-4.271,-4.271,0.2966,-4.271
Rab29,6.069,-0.251,0.8025,NotDiff,-4.271,-4.271,2.37,2.281
Nucks1,6.944,-1.043,0.116,NotDiff,7.396,5.854,6.647,6.824
Slc45a3,-4.399,3.863,0.7468,NotDiff,4.322,1.184,1.998,5.271
Elk4,3.007,1.982,0.5213,NotDiff,6.85,6.824,7.423,7.12
Dstyk,-2.334,-4.533,0.6708,NotDiff,7.19,7.447,7,6.762
Rbbp5,5.22,0.6023,0.6604,NotDiff,3.325,-4.271,4.3,2.604
Tmem81,0.1346,-3.005,0.7018,NotDiff,4.596,3.627,2.994,1.847
Mdm4,5.054,-0.9819,0.4695,NotDiff,0.8583,-4.271,1.998,-3.757
Pik3c2b,-3.404,-1.423,0.9161,NotDiff,3.129,2,1.358,-0.7768
Ppp1r15b,4.811,0.1484,0.9316,NotDiff,-3.76,-4.271,3.738,2.069
Snrpe,7.599,-0.6392,0.3471,NotDiff,6.049,5.785,6.538,5.907
Zc3h11a,5.823,-0.09254,0.9472,NotDiff,6.587,6.253,7.337,7.603
Zbed6,-2.719,-0.4208,0.9807,NotDiff,0.9267,-4.271,-4.271,-4.271
Lax1,5.929,0.8023,0.4583,NotDiff,3.614,4.588,1.376,2.489
Atp2b4,3.089,1.736,0.5456,NotDiff,-4.271,-2.279,-0.68,0.534
Chit1,-0.01712,3.653,0.6402,NotDiff,5.287,5.893,4.226,5.48
Tmem183a,6.55,-0.1562,0.8745,NotDiff,3.012,-4.271,1.878,1.707
Cyb5r1,4.689,0.248,0.8752,NotDiff,4.475,4.784,4.728,6.235
Adipor1,8.92,0.1848,0.7747,NotDiff,-1.879,-4.271,-4.271,0.534
Klhl12,5.53,0.1261,0.9268,NotDiff,4.768,4.987,4.973,4.524
Rabif,7.021,0.3607,0.6772,NotDiff,7.288,7.265,7.988,7.855
Kdm5b,3.417,2.205,0.385,NotDiff,5.476,6.084,6.125,5.611
Ppp1r12b,-2.367,0.3403,0.9837,NotDiff,-0.1708,-4.271,1.891,-4.271
Ube2t,4.136,0.03685,0.9883,NotDiff,6.318,6.221,6.435,4.747
Ptprv,-2.878,-6.731,0.4779,NotDiff,3.077,4.781,3.094,1.439
Ptpn7,7.032,0.2056,0.8003,NotDiff,6.866,7.013,5.598,5.762
Arl8a,4.393,9.28E-05,0.9999,NotDiff,0.976,3.154,-4.271,1.829
Rnpep,7.395,0.5642,0.4648,NotDiff,6.341,6.593,6.856,6.412
Timm17a,7.499,-0.3604,0.6456,NotDiff,4.706,4.927,4.641,4.489
Ipo9,5.585,0.8147,0.4537,NotDiff,8.923,9.132,8.464,9.161
Nav1,-4.333,-3.616,0.7575,NotDiff,5.598,5.576,5.57,5.382
Phlda3,4.708,-0.02303,0.9914,NotDiff,7.37,7.036,6.675,7.004
Lad1,-0.3482,-11.74,0.11,NotDiff,4.15,4.902,2.522,2.121
Tmem9,5.216,0.4202,0.7494,NotDiff,-4.271,2.137,1.428,-4.271
Cacna1s,4.287,-0.9712,0.5605,NotDiff,4.278,4.049,3.937,4.293
Kif21b,3.709,1.554,0.4545,NotDiff,-4.271,-4.271,0.8228,0.268
Ddx59,3.075,1.318,0.6604,NotDiff,6.953,7.328,6.966,6.881
Kif14,-1.443,-7.283,0.3987,NotDiff,4.759,3.951,4.552,4.318
Zfp281,5.484,0.6444,0.5705,NotDiff,7.646,7.668,7.603,6.667
Gm19705,0.9266,0.2706,0.9753,NotDiff,7.099,7.565,7.565,7.767
Ptprc,8.785,-0.4032,0.5226,NotDiff,5.796,6.209,5.213,5.127
Nek7,6.037,-0.4355,0.6931,NotDiff,-4.271,-4.271,1.706,-4.271
2310009B15Rik,3.698,-0.8957,0.697,NotDiff,8.214,7.651,8.99,8.796
Dennd1b,3.624,0.3608,0.8756,NotDiff,4.783,4.565,4.966,4.528
Zbtb41,3.87,0.9223,0.6402,NotDiff,-4.271,-4.271,6.218,4.916
Aspm,-0.8619,-0.8696,0.9381,NotDiff,5.771,4.961,5.537,4.603
Cdc73,4.773,-0.104,0.956,NotDiff,4.267,3.297,4.596,4.999
Glrx2,5.514,-0.5743,0.6205,NotDiff,4.348,4.739,2.506,3.264
Trove2,2.688,1.501,0.6604,NotDiff,2.88,4.771,2.25,2.431
Uchl5,7.727,-0.5872,0.3903,NotDiff,-3.383,-4.271,2.362,2.092
Rgs1,8.762,0.52,0.4002,NotDiff,5.825,5.779,5.224,5.114
BC003331,4.982,0.4903,0.7351,NotDiff,0.09009,2.353,0.1389,1.264
Tpr,4.373,-0.4646,0.7869,NotDiff,8.842,8.321,8.81,9.168
Hmcn1,-4.374,3.916,0.7449,NotDiff,6.039,5.617,5.894,6.599
Ivns1abp,7.183,-0.1155,0.901,NotDiff,4.328,2.011,4.03,4.447
Swt1,5.152,0.139,0.9271,NotDiff,4.566,3.001,3.056,3.891
Trmt1l,4.874,-0.7592,0.5921,NotDiff,4.226,4.436,3.539,3.296
Rnf2,5.064,-1.705,0.1253,NotDiff,-4.271,4.147,0.6869,-1.557
Fam129a,4.573,0.668,0.6993,NotDiff,4.792,4.578,5.258,4.472
Edem3,-0.1928,0.7806,0.9335,NotDiff,5.216,5.233,5.877,5.736
1700025G04Rik,-3.67,-0.6748,0.9675,NotDiff,3.512,3.443,1.574,2.261
Tsen15,3.551,0.003013,0.9993,NotDiff,7.334,7.543,8.005,8.029
Rgl1,-4.55,-3.602,0.7597,NotDiff,9.499,9.021,8.19,8.506
Arpc5,10.07,-0.08885,0.8962,NotDiff,9.031,9.036,8.177,8.806
Ncf2,1.522,0.389,0.9507,NotDiff,4.816,5.675,4.884,4.561
Smg7,3.807,-0.8322,0.7154,NotDiff,4.499,3.58,5.589,3.836
Nmnat2,-0.4944,3.73,0.6591,NotDiff,1.024,-4.271,-4.271,-4.271
Lamc2,-1.106,1.104,0.9216,NotDiff,7.242,7.014,7.088,7.391
Lamc1,3.217,1.535,0.6012,NotDiff,5.278,5.16,5.088,5.088
E330020D12Rik,-0.6851,3.426,0.7071,NotDiff,3.959,5.101,5.362,5.084
Shcbp1l,-2.777,-6.991,0.4537,NotDiff,3.894,4.631,5.567,6.171
Dhx9,2.559,-0.6522,0.8501,NotDiff,4.409,5.334,5.146,3.415
Npl,2.347,-0.9319,0.7875,NotDiff,0.1769,0.3963,-1.866,0.85
Rgs8,3.18,1.919,0.4662,NotDiff,-2,-4.271,0.1389,-4.271
C230024C17Rik,-0.8992,-2.447,0.7717,NotDiff,3.264,3.914,3.471,3.574
Rnasel,3.141,-0.6781,0.79,NotDiff,-4.271,-4.271,-4.271,0.3456
Glul,4.558,1.452,0.3223,NotDiff,9.865,10.22,9.724,10.47
Ier5,5.064,0.1768,0.9123,NotDiff,1.319,2.282,1.061,1.508
Mr1,3.362,1.173,0.6353,NotDiff,4.322,2.187,4.974,3.767
Stx6,6.463,-0.06575,0.956,NotDiff,2.104,0.2912,2.191,-4.271
Xpr1,3.215,-0.08802,0.9824,NotDiff,3.405,-3.597,-4.271,2.593
Acbd6,6.398,-0.566,0.5577,NotDiff,3.447,4.942,1.017,3.499
Qsox1,6.001,0.7663,0.4512,NotDiff,2.706,-1.048,2.231,-4.271
Cep350,-0.5042,-5.927,0.4517,NotDiff,-4.271,-4.271,0.5988,0.8851
Tor1aip1,6.888,0.7934,0.2896,NotDiff,2.615,1.591,3.879,2.193
Tor1aip2,7.128,0.3981,0.6338,NotDiff,2.013,1.872,2.288,3.26
Soat1,6.179,1.254,0.1381,NotDiff,4.441,3.67,2.804,1.838
Abl2,2.988,0.4728,0.8744,NotDiff,1.575,-4.271,0.5049,0.4429
Tor3a,5.389,1.196,0.2806,NotDiff,10.27,10.24,9.01,9.339
Fam20b,3.82,0.6236,0.7576,NotDiff,2.392,3.129,4.51,2.561
Ralgps2,3.365,-0.1167,0.9732,NotDiff,5.102,5.515,3.7,3.925
Rasal2,-1.766,-3.884,0.703,NotDiff,5.56,4.732,4.718,5.253
2810025M15Rik,3.963,-0.8004,0.697,NotDiff,3.62,4.054,4.148,1.657
BC026585,1.78,1.382,0.7605,NotDiff,6.295,6.585,6.47,6.506
Rfwd2,3.47,-0.9269,0.7109,NotDiff,2.795,3.771,2.53,3.79
4930523C07Rik,7.878,0.1772,0.8025,NotDiff,6.671,5.484,6.772,6.666
Mrps14,7.831,-0.3562,0.6328,NotDiff,6.042,6.712,6.003,5.251
Cacybp,8.438,-0.7324,0.1956,NotDiff,-0.9599,-4.271,2.737,2.364
Rabgap1l,7.737,0.1405,0.8528,NotDiff,7.18,7.383,6.624,6.365
Rc3h1,4.078,0.03708,0.9888,NotDiff,7.366,7.315,6.623,7.209
Serpinc1,-0.4667,-6.459,0.4184,NotDiff,6.365,7.301,5.461,5.592
Zbtb37,2.492,1.578,0.6727,NotDiff,3.096,3.68,1.478,3.734
Gas5,7.168,0.1324,0.8865,NotDiff,5.696,6.352,4.55,4.965
Dars2,4.719,-1.693,0.2721,NotDiff,3.695,4.47,4.482,2.651
Cenpl,5.298,-1.26,0.2583,NotDiff,3.158,3.58,2.965,3.779
Klhl20,2.988,0.3544,0.9096,NotDiff,-1.307,-4.271,-0.08603,0.5988
Prdx6,9.84,0.2711,0.6273,NotDiff,4.143,2.812,4.878,4.034
Tnfsf4,6.518,-0.9215,0.2881,NotDiff,2.33,2.556,1.802,0.5117
Fasl,7.441,0.4033,0.6204,NotDiff,4.021,1.797,4.013,4.077
Suco,3.884,1.452,0.4671,NotDiff,7.993,7.952,7.612,7.955
4930558K02Rik,-1.866,-4.42,0.6603,NotDiff,7.458,7.871,7.873,8.121
Pigc,4.687,0.3412,0.8221,NotDiff,8.06,8.104,8.529,9.061
Mettl13,4.892,-0.4085,0.7622,NotDiff,7.751,7.878,7.53,7.788
Vamp4,5.991,-0.3443,0.7528,NotDiff,3.23,5.157,3.738,4.2
Prrc2c,3.461,-0.6757,0.7622,NotDiff,-1.158,-4.271,1.891,3.577
Gorab,0.3488,3.235,0.6604,NotDiff,3.158,3.439,1.72,1.697
Kifap3,2.58,-2.619,0.5072,NotDiff,7.167,7.344,6.703,7.46
Scyl3,5.225,0.245,0.8534,NotDiff,5.019,2.47,6.129,5.269
BC055324,4.054,-0.8955,0.6288,NotDiff,4.299,5.082,6.033,5.783
Mettl18,4.691,0.151,0.9367,NotDiff,3.393,2.956,2.607,3.025
Selp,-4.544,-3.229,0.7803,NotDiff,9.987,9.959,9.771,9.643
Slc19a2,0.2745,-2.774,0.7225,NotDiff,5.892,6.298,6.437,7.449
Ccdc181,3.028,0.4362,0.8861,NotDiff,7.552,7.78,6.781,7.651
Blzf1,4.297,1.561,0.3665,NotDiff,4.192,4.82,4.632,1.916
Nme7,4.476,0.8927,0.5691,NotDiff,-4.271,-1.355,0.008207,0.6197
Atp1b1,-1.687,-5.741,0.5327,NotDiff,5.439,4.263,4.109,4.946
Dpt,-4.563,-3.193,0.7826,NotDiff,4.84,4.527,5.034,5.174
Xcl1,6.061,0.4131,0.7029,NotDiff,5.691,6.043,5.542,6.692
Tbx19,-4.474,-3.356,0.7712,NotDiff,3.643,2.421,4.38,3.424
Sft2d2,6.865,0.4207,0.6402,NotDiff,0.4799,3.677,1.478,-3.379
Tiprl,8.436,0.271,0.7274,NotDiff,2.88,-0.4536,3.638,4.345
Dcaf6,3.824,-0.4727,0.8055,NotDiff,5.782,4.855,5.123,5.146
Mpc2,6.624,-0.602,0.4716,NotDiff,3.769,3.389,4.74,4.333
Mpzl1,-1.814,0.7782,0.953,NotDiff,4.086,5.531,4.739,4.419
Rcsd1,5.258,-0.6966,0.5679,NotDiff,4.542,3.645,5.935,6.394
Creg1,5.419,0.5958,0.6292,NotDiff,-4.271,-4.271,0.8737,-4.271
Cd247,8.102,0.3142,0.6604,NotDiff,3.51,-4.271,1.927,1.717
Pou2f1,1.165,-1.971,0.7472,NotDiff,2.311,4.462,2.344,3.029
Tada1,6.78,-0.4771,0.5716,NotDiff,4.66,5.669,2.887,3.987
Pogk,-0.8047,-4.237,0.6204,NotDiff,4.624,5.25,4.127,3.912
Fam78b,-2.837,-0.3774,0.9834,NotDiff,-2.627,-4.271,0.5049,1.865
Uck2,5.538,-1.644,0.116,NotDiff,-4.271,-4.271,0.7966,-4.271
Tmco1,7.353,-0.5142,0.487,NotDiff,6.388,6.179,5.535,6.147
Aldh9a1,7.498,-0.3697,0.6335,NotDiff,-4.271,-4.271,1.147,-4.271
Mgst3,3.332,-0.1062,0.9753,NotDiff,6.921,7.288,6.239,7.015
Nuf2,5.381,0.3031,0.7991,NotDiff,8.392,8.793,7.855,8.704
Hsd17b7,4.142,-0.5783,0.7494,NotDiff,3.154,4.182,3.586,4.389
3110045C21Rik,1.239,1.015,0.8605,NotDiff,6.298,6.361,6.836,7.004
Uap1,7.681,-0.2212,0.7606,NotDiff,2.646,-4.271,2.63,-4.271
Uhmk1,3.265,0.4812,0.8424,NotDiff,4.707,5.142,5.633,5.556
Atf6,4.918,0.6058,0.6774,NotDiff,5.519,5.881,5.543,4.738
Dusp12,4.499,-0.7108,0.674,NotDiff,8.31,8.195,8.081,7.821
Fcgr3,-1.88,8.73,0.276,NotDiff,2.786,-2.513,3,1.755
Cfap126,-0.6037,-4.141,0.6204,NotDiff,6.326,6.773,7.081,6.94
Sdhc,5.706,-0.7346,0.5031,NotDiff,0.232,-4.271,0.3335,2.339
Tomm40l,5.992,-0.1332,0.9153,NotDiff,0.05994,-4.271,-4.271,0.6808
Apoa2,-4.226,-3.908,0.7413,NotDiff,5.59,3.68,6.682,6.207
Fcer1g,-3.537,2.824,0.8041,NotDiff,7.136,7.071,7.4,7.808
Ndufs2,8.556,-0.2873,0.6716,NotDiff,7.415,7.215,7.541,7.823
B4galt3,3.272,-0.4167,0.8752,NotDiff,2.579,4.127,3.332,3.316
Ppox,4.547,-1.096,0.4583,NotDiff,5.313,5.805,5.077,5.334
Usp21,4.958,0.2753,0.8509,NotDiff,4.467,3.124,4.59,4.399
Ufc1,6.884,-0.02529,0.9852,NotDiff,1.344,2.438,-0.4125,1.707
Dedd,5.491,-0.3213,0.7781,NotDiff,7.536,7.611,7.755,7.823
Nit1,4.072,1.836,0.319,NotDiff,3.375,3.728,2.737,3.243
Pfdn2,4.684,-0.6685,0.6604,NotDiff,5.361,5.137,4.164,5.019
Klhdc9,2.501,0.261,0.9502,NotDiff,4.189,4,5.509,4.31
Usf1,5.806,0.5125,0.6604,NotDiff,2.568,2.404,-4.271,-4.271
F11r,-0.4095,-4.229,0.5949,NotDiff,0.7492,-4.271,0.2199,2.725
Alyref2,1.948,1.814,0.715,NotDiff,5.877,4.745,5.961,6.246
Cd244,4.014,1.281,0.4913,NotDiff,6.212,5.566,6.378,5.816
Ly9,5.379,0.7601,0.5403,NotDiff,-4.271,-4.271,0.5682,-3.757
Slamf7,6.241,1.093,0.1971,NotDiff,1.554,-4.271,-2.764,-4.271
Cd48,7.961,0.8739,0.1429,NotDiff,8.471,8.342,8.827,8.585
Slamf1,5.63,0.9884,0.38,NotDiff,2.278,4.187,2.522,4.127
Cd84,5.469,0.0258,0.9885,NotDiff,3.707,4.385,4.816,5.289
Slamf6,6.721,-0.862,0.2896,NotDiff,4.565,5.643,5.213,4.419
Ncstn,6.513,0.4401,0.6326,NotDiff,7.112,6.604,6.943,6.877
Copa,7.349,0.7026,0.3368,NotDiff,5.497,5.154,5.577,5.739
Pex19,6.084,0.4052,0.7092,NotDiff,5.385,4.309,4.419,2.193
Dcaf8,5.436,-0.3894,0.7482,NotDiff,4.099,4.681,4.786,5.181
Pea15a,6.799,1.063,0.1778,NotDiff,2.252,3.237,1.84,2.715
Igsf8,5.408,-0.188,0.8934,NotDiff,6.661,6.413,4.856,4.845
Pigm,3.95,0.3673,0.8477,NotDiff,6.173,5.849,6.22,4.987
Tagln2,9.743,-0.4242,0.4284,NotDiff,0.992,-4.271,0.8228,2.635
Fcrl6,-1.815,8.728,0.2775,NotDiff,2.836,3.154,-0.6084,2.517
Dusp23,-1.289,0.6774,0.9544,NotDiff,4.943,4.492,2.506,4.132
Aim2,4.24,-0.69,0.7132,NotDiff,6.367,5.095,4.879,5.18
BC094916,3.336,1.352,0.5781,NotDiff,7.139,6.374,5.926,5.529
Pydc4,2.238,2.862,0.5097,NotDiff,8.338,8.495,7.098,7.912
Pyhin1,5.496,0.6467,0.5691,NotDiff,6.541,5.592,5.6,4.789
Pydc3,4.394,0.5714,0.7417,NotDiff,6.234,4.651,5.331,5.665
Ifi204,-4.152,-4.462,0.7167,NotDiff,5.867,6.784,6.911,7.326
Mndal,5.994,-0.277,0.7803,NotDiff,6.761,6.712,6.229,6.353
Mnda,2.932,-0.9457,0.7468,NotDiff,7.968,7.433,6.799,7.197
Ifi203,5.275,0.8997,0.4526,NotDiff,6.161,6.472,5.555,6.154
Fh1,7.258,-0.03487,0.9778,NotDiff,5.003,5.53,5.526,5.69
Opn3,-4.104,-4.566,0.7103,NotDiff,6.83,7.909,5.945,6.514
Exo1,4.889,-0.2902,0.8366,NotDiff,4.819,5.905,5.31,5.603
Cep170,1.198,4.168,0.4872,NotDiff,4.306,3.899,4.027,3.585
Sdccag8,2.788,2.937,0.4476,NotDiff,9.753,9.295,9.949,9.974
Hmga2-ps1,-3.101,3.41,0.7619,NotDiff,2.097,3.134,-4.271,-4.271
Akt3,2.648,0.1137,0.9834,NotDiff,1.464,-3.139,2.021,-3.757
Adss,8.364,0.2992,0.6868,NotDiff,4.296,3.534,3.981,5.16
Desi2,5.785,-0.4965,0.6553,NotDiff,4.253,3.844,2.211,3.06
Cox20,5.699,-0.2677,0.8052,NotDiff,3.932,3.427,0.4722,1.195
Hnrnpu,8.397,0.05612,0.9478,NotDiff,5.804,5.844,5.142,5.2
Efcab2,0.375,3.778,0.5785,NotDiff,4.995,4.46,3.295,4.84
Smyd3,5.608,0.4281,0.7235,NotDiff,-4.271,-4.271,-4.271,1.908
Tfb2m,3.606,0.1316,0.9639,NotDiff,5.852,5.863,6.112,6.151
Cnst,3.024,1.849,0.5119,NotDiff,2.73,2.022,4.104,2.906
Sccpdh,3.979,-1.306,0.4746,NotDiff,5.53,5.899,5.145,4.534
Ahctf1,4.41,-0.6147,0.7188,NotDiff,7.627,6.828,7.212,7.365
Adck3,6.248,0.5375,0.5923,NotDiff,-4.271,-4.271,-4.271,2.099
Psen2,5.523,-0.1659,0.9009,NotDiff,4.557,4.924,5.296,4.788
Itpkb,3.982,0.8266,0.6685,NotDiff,2.791,3.691,2.506,-3.379
Parp1,5.77,-0.3565,0.7561,NotDiff,3.344,5.13,2.423,0.3202
Lin9,0.8859,-2.66,0.6983,NotDiff,2.922,-4.271,-2.482,-4.271
Acbd3,5.103,0.7677,0.5649,NotDiff,1.802,4.256,0.6581,3.933
H3f3a,7.026,-0.6368,0.4232,NotDiff,8.171,8.876,8.237,8.171
Sde2,4.791,1.097,0.4231,NotDiff,5.711,5.353,5.949,6.131
Pycr2,7.053,-0.001123,0.9993,NotDiff,5.339,5.835,5.757,5.872
Tmem63a,4.808,0.4128,0.7884,NotDiff,8.332,8.535,8.204,8.516
Ephx1,5.029,1.045,0.4189,NotDiff,1.774,2.72,1.227,-3.379
Nvl,5.408,-0.01791,0.9926,NotDiff,5.859,5.764,5.538,5.278
Cnih4,5.138,-0.1346,0.9318,NotDiff,3.795,3.576,3.332,3.739
Wdr26,6.111,0.5533,0.5785,NotDiff,3.702,4.073,2.849,1.508
Cnih3,-4.592,-3.141,0.7869,NotDiff,3.607,2.979,4.824,4.524
Lbr,8.639,-0.1039,0.8924,NotDiff,4.155,4.054,4.691,4.751
Srp9,7.087,-0.285,0.7363,NotDiff,6.276,6.715,6.519,5.486
Degs1,8.486,-0.1057,0.8858,NotDiff,5.587,5.272,5.649,5.591
Fbxo28,4.722,-0.1534,0.9353,NotDiff,4.206,4.542,4.007,3.188
Trp53bp2,1.949,3.701,0.4695,NotDiff,6.184,4.943,5.8,6.155
Capn2,5.495,0.4749,0.7092,NotDiff,3.366,-3.597,2.307,2.333
Disp1,3.744,0.3262,0.8829,NotDiff,4.985,6.061,4.688,4.684
Brox,4.651,0.712,0.6402,NotDiff,6.984,6.426,7.107,7.589
Aida,4.206,-0.4022,0.813,NotDiff,5.325,5.294,4.654,3.901
Mia3,4.671,0.6994,0.6993,NotDiff,7.148,6.938,7.183,6.946
Taf1a,0.2751,5.709,0.4189,NotDiff,6.018,3.89,4.508,4.824
1700056E22Rik,-3.007,1.049,0.9385,NotDiff,5.519,5.495,5.115,3.995
Dusp10,5.687,0.1181,0.9323,NotDiff,5.063,5.757,5.607,5.213
Hlx,-2.792,6.827,0.467,NotDiff,4.86,5.328,5.101,5.267
02. Mrz,7.085,-0.4684,0.5663,NotDiff,6.081,6.713,5.943,5.709
Rab3gap2,2.151,-0.5565,0.9033,NotDiff,-4.271,-4.271,0.6869,-4.271
Iars2,5.225,-0.8119,0.5003,NotDiff,8.599,8.598,8.347,9.012
Bpnt1,4.57,-0.7243,0.6725,NotDiff,6.86,7.035,7.254,7.2
Eprs,5.951,-0.07209,0.9576,NotDiff,8.478,8.395,8.391,8.679
Rrp15,5.837,0.2793,0.7893,NotDiff,4.312,5.167,3.934,5.485
Gpatch2,3.044,0.06668,0.9868,NotDiff,3.378,4.304,0.09666,0.1288
Kctd3,-0.06865,-4.532,0.5432,NotDiff,5.901,5.612,4.794,5.677
Cenpf,-3.229,-3.572,0.7494,NotDiff,3.447,4.413,3.779,3.354
Rps6kc1,1.438,-0.07386,0.9926,NotDiff,5.165,4.848,4.199,4.403
Angel2,6.534,-0.1358,0.908,NotDiff,4.169,3.911,3.86,4.896
Vash2,-2.966,0.7045,0.9636,NotDiff,3.951,6.221,4.459,4.065
Mfsd7b,3.003,2.581,0.406,NotDiff,3.207,2.786,1.634,-4.271
A230020J21Rik,-2.285,1.103,0.9273,NotDiff,0.8228,-4.271,-1.708,-3.757
Tatdn3,2.172,-0.918,0.814,NotDiff,5.364,6.207,5.431,5.753
Nsl1,3.939,0.6025,0.7494,NotDiff,0.232,1.144,-4.271,-4.271
Batf3,-2.286,-0.5007,0.9733,NotDiff,7.134,6.559,7.134,7.515
Atf3,3.002,1.503,0.5921,NotDiff,3.347,0.1778,2.431,2.72
Nenf,4.087,-1.166,0.5072,NotDiff,4.548,5.13,5.659,5.57
Tmem206,3.483,3.328,0.1954,NotDiff,5.067,3.297,4.457,5.471
Ppp2r5a,5.78,-0.3364,0.7622,NotDiff,6.004,5.811,6.032,5.96
Dtl,5.708,0.5295,0.6362,NotDiff,5.913,6.009,6.008,5.423
Ints7,6.173,0.05645,0.97,NotDiff,2.177,4.199,2.817,3.013
Lpgat1,4.881,-0.1673,0.9178,NotDiff,1.418,-4.271,1.126,3.253
Nek2,4.726,0.5366,0.7388,NotDiff,-4.271,-3.139,1.478,-3.379
Slc30a1,3.221,1.468,0.5691,NotDiff,5.891,4.67,7.243,6.761
Traf5,3.776,0.4046,0.8528,NotDiff,1.306,1.822,-0.03814,2.763
Rcor3,2.301,-0.4713,0.9135,NotDiff,5.99,7.039,6.172,6.936
Hhat,-0.1134,5.414,0.4699,NotDiff,0.4799,-4.271,0.2588,-4.271
Diexf,0.9589,0.0707,0.9938,NotDiff,4.283,4.132,2.607,1.033
Irf6,-4.355,3.958,0.7417,NotDiff,-3.085,0.5561,-4.271,0.06907
A130010J15Rik,2.03,-1.473,0.7493,NotDiff,2.379,0.8056,3.411,2.15
Traf3ip3,5.55,-0.5122,0.6967,NotDiff,4.477,3.974,3.646,3.675
Hsd11b1,7.315,0.7775,0.2611,NotDiff,0.6913,-4.271,-0.03814,-3.08
Camk1g,-4.544,-3.616,0.7583,NotDiff,4.05,3.306,2.75,1.933
Cr1l,6.828,0.4751,0.5659,NotDiff,3.975,2.973,4.602,4.811
Mthfd1l,6.323,-0.6352,0.5038,NotDiff,4.737,5.19,3.795,0.268
Akap12,2.49,-0.7316,0.8238,NotDiff,5.998,5.234,5.521,6.372
Zbtb2,4.197,-0.4026,0.8098,NotDiff,6.088,5.853,5.394,5.502
